zipcode,celebrity
90071,The Lords of Altamont
90071,The Pin Up Girls
90071,The Red Button
90071,The Red Devils
90071,The Romanovs
90071,The Ruse
90071,The Soul Seekers
90071,The Spazmatics
90071,The Sunshine Company
90071,The Teddy Bears
90071,The Thunderlords
90071,The Wallflowers
90071,The Zoo
90071,Thenewno2
90071,Thom Russo
90071,Thurz
90071,Thurzday
90071,Timi Yuro
90071,ToddZero
90071,Tom Racer
90071,Tone Lōc
90071,Tony Baxter
90071,Tool
90071,Tribal Tech
90071,Trotsky Icepick
90071,Tura Satana
90071,U-N-I
90071,Universal Congress Of
90071,Unruly Child
90071,V & Legacy
90071,VOLTO!
90071,Van Dyke Parks
90071,Vas
90071,Velvet Chain
90071,W.A.S.P.
90071,We Are the Fallen
90071,Weathers
90071,Whitton
90071,Wil-Dog Abers
90071,Wild Colonials
90071,Witch
90071,With You.
90071,Wonderlick
90071,Works Progress Administration
90071,XTRMST
90071,Yehuda Solomon
90071,Yolanda Perez
90071,Yolanda Pérez
90071,Young & Sick
90071,Youth Gone Mad
90210,Baba Rampuri
90210,Betty White
90210,John Kahn
90210,Ronald Richards
90210,The Whooliganz
90220,Coming of Age
90220,Compton's Most Wanted
90220,DJ Yella
90220,Dem Jointz
90220,Guerilla Black
90220,Hot Dollar
90220,J Boog
90220,Jasmyne A. Cannick
90220,Jasmyne Cannick
90220,Keb' Mo'
90220,King Tee
90220,MC Chill
90220,MC Eiht
90220,N.W.A
90220,TQ
90220,Tha Chill
90220,The Fixxers
90220,The Game
90220,World Class Wreckin' Cru
90230,Jeff Rona
90241,Dave Alvin
90241,Richard Carpenter
90241,The Blasters
90250,Al Jardine
90250,Brian Wilson
90250,Dennis Wilson
90250,Dios(malos
90250,Emitt Rhodes
90250,Jennifer Kropp
90250,Jenny Kropp
90250,Mike Love
90250,Redd Kross
90250,The Beach Boys
90254,Black Flag
90254,Circle Jerks
90254,Humble Gods
90254,Jim Lindberg
90254,Pennywise
90254,Tomorrows Bad Seeds
90254,Too Rude
90254,Trenchtown
90255,Slayer
90262,Julio G
90265,Backhouse Mike
90265,Brandon & Leah
90265,Brenton Brown
90265,Jim McLaughlin
90265,Michael Corcoran
90265,Shwayze
90265,Simon Dawes
90265,The Traveling Wilburys
90265,Whitestarr
90266,Barbra Fontana
90266,Descendents
90266,Frank Navetta
90266,Holly McPeak
90266,Leslie Becker
90266,Renee Cleary
90266,Renee Smith Cleary
90275,Claire D'Amore
90275,Claire Robertson
90275,Claire Robertson D'Amore
90275,Lauren Iungerich
90278,Casey Jennings
90278,Casey Thomas Jennings
90278,Jayme Dee
90278,Matt Fuerbringer
90278,"Matthew ""Matt"" Fuerbringer"
90278,October Faction
90278,Sean Michael Rosenthal
90278,Sean Rosenthal
90280,B-Real
90280,Cypress Hill
90290,Natalie A Shaw
90290,Natalie Shaw
90290,The Young Veins
90292,John Juanda
90301,AMG
90301,Allfrumtha I
90301,Cali Swag District
90301,Casey Veggies
90301,DJ Slip
90301,James Fauntleroy
90301,James Fauntleroy II
90301,John Bahler
90301,Mary Mary
90301,O.Y.G Redrum 781
90301,Shade Sheist
90301,Shawn Chrystopher
90301,The Rip Chords
90301,Wizzo
90404,Blood of Abraham
90404,Carlos Gabriel Ni?o
90404,Charlotte Caffey
90404,Defari
90404,Gaelic Storm
90404,Gwyneth Paltrow
90404,James Dean
90404,John J. B. Wilson
90404,Karla Bonoff
90404,Michael Sealy
90404,Nelson
90404,Phranc
90404,Ry Cooder
90404,SIN 34
90503,Aly & AJ
90503,Casey Beathard
90503,Charlie Gillingham
90503,Emily Day
90503,Nicole Branagh
90503,Nicole Christine Branagh
90503,Nip Drivers
90503,Norio F. Hayakawa
90503,Norio Hayakawa
90503,Seahaven
90503,Tim Bluhm
90605,Andrea Barber
90605,Exmortus
90605,Funeral Party
90605,Joy Enriquez
90605,Renegade
90605,Tunnel Rats
90630,Alaina Kwan
90630,Alaina Sue Kwan
90630,HIRAX
90630,Michael Uzowuru
90630,Steven Lee
90631,Ali Tabatabaee
90631,Breakfast with Amy
90631,Dan Radlauer
90631,Jack Cooper
90631,James Ervan Parker
90631,Jennifer Hanson
90631,Jim Parker
90631,Justin Mauriello
90631,Rusty Anderson
90631,Zebrahead
90638,Phinehas
90638,YTCracker
90640,Jack Russell
90650,Cristina Vee
90650,Ron Rinehart
90650,SSQ
90650,Tiffany
90660,Jeanette Jurado
90703,Channel 3
90706,Aaron Embry
90706,Anneliese van der Pol
90706,Flattbush
90706,The Boxmasters
90717,Milo Aukerman
90731,Rotting Out
90731,Toys That Kill
90746,Ab-Soul
90746,Boo-Yaa T.R.I.B.E.
90746,RaVaughn
90746,Ras Kass
90746,Ray J
90746,The HRSMN
90802,Boogie
90802,Butch Cassidy
90802,Camilla Wicks
90802,Christopher Tyng
90802,Civet
90802,Claw Hammer
90802,Clit 45
90802,Cold War Kids
90802,Corrupted Ideals
90802,Creation of Sunlight
90802,Crystal Antlers
90802,Cutthroat Boyz
90802,Das Klown
90802,Daz Dillinger
90802,Deadlights
90802,Domino
90802,Droid
90802,Evan Christopher
90802,Final Conflict
90802,Foesum
90802,Goldie Loc
90802,Guji Lorenzana
90802,Halo Friendlies
90802,Havalina
90802,Hearts Like Lions
90802,I Am Ghost
90802,Ikey Owens
90802,Isaiah \\\\Ikey\\\\ Owens
90802,Jack Maness
90802,Joe Escalante
90802,John Bettis
90802,Juan Rivera
90802,Larisa Stow & Shakti Tribe
90802,Laurie Lewis
90802,Lee Townsend
90802,Lupillo Rivera
90802,Mike Hebert
90802,Modern Warfare
90802,Nitty Gritty Dirt Band
90802,Nu Flavor
90802,Oil
90802,Omid Walizadeh
90802,One Hit Wonder
90802,Pageants
90802,RBX
90802,Randy Bradbury
90802,Repeater
90802,Rival Sons
90802,Ron Welty
90802,Samantha Larson
90802,Secret Hate
90802,Soopafly
90802,Sublime
90802,T.S.O.L.
90802,Tha Dogg Pound
90802,Tha Eastsidaz
90802,Tha Mexakinz
90802,The Brook Lee Catastrophe
90802,The Fling
90802,The Littlest Man Band
90802,The New Fidelity
90802,The Pyramids
90802,The Weatherfords
90802,The Wind
90802,This Wild Life
90802,Timothy DeLaGhetto
90802,Tony Lombardo
90802,Traphik
90802,Tray Deee
90802,Warren G
90802,Yppah
91006,Nikhil Korula
91010,Brian Walton
91016,Meatbodies
91024,Dread Zeppelin
91024,The Prime Movers
91030,Derek Bloom
91030,Doug Boehm
91030,Kurt James
91030,Noelle Scaggs
91101,Alex Van Halen
91101,Autograph
91101,DJ Homicide
91101,Dan Barrett
91101,Dan Dugmore
91101,Don Irving
91101,Dam-Funk
91101,Dām-FunK
91101,Eddie Van Halen
91101,Hodgy Beats
91101,Hodgy Star
91101,Jerry Dixon
91101,Jon B.
91101,Poxy Boggards
91101,Primordial Undermind
91101,Reuben Wilson
91101,Smegma
91101,Steve Roden
91101,The David Lee Roth Band
91101,Troop
91101,Van Halen
91210,All-4-One
91210,Audioslave
91210,Dead Executives
91210,Devin Sarno
91210,Gerardo Mejía
91210,Greg K.
91210,Greg Kriesel
91210,Stirling Dale Silliphant
91210,Stirling Silliphanta
91210,System of a Down
91210,Wayne Massey
91214,Eve 6
91301,Foxygen
91301,Jason Falkner
91301,Linkin Park
91302,Agent Sparks
91302,Audiovent
91302,Incubus
91302,The Mowgli's
91321,George Stone
91324,Vicki Peterson
91343,Haim
91343,The Dickies
91361,Alexis Neiers
91384,Rappin' Granny
91402,DJ Hoppa
91423,Bruce E. Lisker
91423,Bruce Lisker
91506,DJ Cheapshot
91506,Echo Hollow
91506,Erling Wold
91506,Heffron Drive
91506,LoveHateHero
91506,Mason Musso
91506,Mystic Moods Orchestra
91506,Touché Amoré
91506,White Sister
91506,Zella Lehr
91601,Brian Austin Green
91604,Steve Sailer
91709,A Static Lullaby
91709,A Thorn for Every Heart
91709,KansasCali
91710,Abe Vigoda
91710,Kennedi Edney
91711,Man Is the Bastard
91711,Ojos Rojos
91711,The Mountain Goats
91711,We Are Scientists
91723,The Bees
91740,Anna Nalick
91740,Lippy's Garden
91740,The Surfaris
91745,Kevin Song
91765,Adanna Duru
91768,Desperation Squad
91768,Kokane
91768,Milton L. Banks
91768,N'Versity
91768,Xibalba
91770,Audio Karate
91770,Prima J
91786,Aundrea  Fimbres
91786,Aundrea Fimbres
91786,Winds of Plague
91790,Deorro
91803,Foreknown
93534,Dizmas
93550,Finest Hour
93550,Jamie Annette Dantzscher
93550,Jamie Dantzscher
93550,Niecy Nash
93550,Pac Div
90291,Dale Henderson
90291,Fistful of Mercy
90291,Lukas Nelson
90291,Terraplane Sun
