zipcode,popu_ratio_white,popu_ratio_black,popu_ratio_asian,mid_age,jail,bachelorplus,highschool,employ,hh_ratio_married,meanic_fam
90028,0.59,0.06,0.1,35.55,0.0,0.49,0.88,0.75,0.21,91442.36
90029,0.41,0.03,0.14,35.7,0.01,0.3,0.72,0.75,0.29,55512.39
90031,0.41,0.02,0.2,35.76,0.01,0.22,0.63,0.73,0.41,68147.5
90032,0.41,0.02,0.13,35.31,0.01,0.19,0.66,0.72,0.42,69023.53
90033,0.68,0.02,0.06,30.83,0.02,0.12,0.49,0.67,0.35,44517.67
90034,0.61,0.09,0.17,34.85,0.01,0.57,0.92,0.8,0.31,113636.85
90035,0.72,0.08,0.08,35.99,0.0,0.54,0.92,0.79,0.37,139573.12
90036,0.72,0.04,0.15,36.27,-0.0,0.67,0.97,0.8,0.3,143052.9
90037,0.31,0.16,0.01,29.33,0.02,0.06,0.46,0.65,0.33,41525.09
90038,0.53,0.05,0.12,35.51,0.01,0.47,0.83,0.8,0.29,115438.5
90039,0.55,0.02,0.17,37.65,0.01,0.44,0.84,0.78,0.37,106318.62
90040,0.64,0.02,0.06,35.1,0.01,0.07,0.63,0.75,0.41,60047.0
90041,0.52,0.01,0.27,41.88,0.0,0.44,0.87,0.76,0.51,121076.67
90042,0.48,0.02,0.14,35.38,0.01,0.31,0.75,0.75,0.41,86472.9
90043,0.22,0.58,0.01,38.77,0.03,0.17,0.76,0.63,0.29,74301.12
90044,0.28,0.3,0.0,29.82,0.03,0.06,0.58,0.63,0.33,46631.21
90045,0.49,0.23,0.11,36.71,0.01,0.48,0.93,0.72,0.4,125964.25
90046,0.81,0.04,0.07,40.18,0.02,0.64,0.97,0.79,0.3,182272.75
90047,0.18,0.63,0.01,38.23,0.03,0.14,0.77,0.64,0.29,66844.62
90048,0.73,0.05,0.12,36.71,0.0,0.68,0.96,0.79,0.29,158331.75
90049,0.84,0.02,0.1,40.55,0.0,0.75,0.98,0.76,0.41,259913.75
90051,0.31,0.1,0.0,27.4,0.02,0.08,0.43,0.63,0.54,46804.0
90055,0.46,0.06,0.37,34.3,0.01,0.67,0.93,0.79,0.17,130688.0
90056,0.25,0.59,0.04,44.2,0.03,0.46,0.93,0.69,0.32,104174.0
90057,0.33,0.05,0.19,34.39,0.02,0.18,0.58,0.75,0.26,41719.0
90058,0.53,0.07,0.01,29.0,0.01,0.05,0.45,0.65,0.4,46481.33
90059,0.4,0.28,0.0,27.16,0.02,0.05,0.53,0.6,0.38,48586.89
90061,0.27,0.37,0.0,31.48,0.03,0.08,0.62,0.64,0.36,58525.44
90062,0.22,0.4,0.01,36.71,0.03,0.13,0.67,0.65,0.33,63829.57
90063,0.44,0.01,0.02,31.52,0.02,0.08,0.5,0.68,0.44,55983.46
90064,0.65,0.04,0.23,37.44,-0.01,0.69,0.96,0.77,0.41,147195.62
90065,0.52,0.01,0.17,36.5,0.02,0.29,0.68,0.74,0.43,83212.46
90066,0.63,0.05,0.13,38.84,0.01,0.53,0.88,0.78,0.38,130629.5
90067,0.71,0.01,0.24,65.4,0.01,0.71,0.98,0.69,0.42,250694.0
90068,0.8,0.05,0.06,39.43,0.01,0.68,0.98,0.8,0.27,220755.83
90069,0.8,0.04,0.06,41.27,0.0,0.64,0.98,0.82,0.2,192557.75
90077,0.85,0.01,0.1,49.23,0.01,0.71,0.97,0.75,0.61,334969.0
90079,0.35,0.05,0.28,30.45,-0.01,0.52,0.82,0.65,0.26,141564.5
90082,0.37,0.16,0.02,28.9,0.02,0.07,0.5,0.63,0.36,49145.0
90083,0.68,0.03,0.14,45.7,0.01,0.58,0.99,0.8,0.52,155249.0
90086,0.06,0.02,0.89,43.1,-0.01,0.19,0.49,0.56,0.39,32775.0
90089,0.34,0.06,0.54,24.4,0.04,0.69,0.96,0.45,0.13,115133.0
90091,0.78,0.01,0.02,37.2,0.02,0.1,0.62,0.69,0.47,61917.0
90094,0.56,0.1,0.25,34.5,0.0,0.79,0.99,0.77,0.36,235981.0
90095,0.53,0.02,0.36,23.2,0.01,0.8,1.0,0.52,0.07,124912.0
90201,0.78,0.01,0.01,28.55,0.01,0.06,0.48,0.69,0.52,47612.37
90210,0.86,0.01,0.08,46.68,0.0,0.66,0.96,0.73,0.56,288802.2
90211,0.81,0.02,0.12,43.2,0.0,0.61,0.96,0.74,0.41,190375.5
90212,0.81,0.03,0.08,40.25,0.0,0.67,0.95,0.74,0.44,230669.0
90220,0.37,0.36,0.01,31.18,0.02,0.1,0.66,0.65,0.43,61889.4
90221,0.45,0.18,0.03,29.95,0.03,0.07,0.57,0.65,0.51,59903.38
90222,0.47,0.19,0.01,26.91,0.02,0.05,0.53,0.64,0.44,51479.57
90224,0.38,0.32,0.01,30.2,0.03,0.06,0.65,0.6,0.5,56036.0
90230,0.66,0.04,0.15,38.54,0.01,0.47,0.87,0.8,0.43,114369.88
90231,0.54,0.1,0.18,49.5,0.02,0.52,0.91,0.82,0.61,134402.0
90232,0.62,0.07,0.19,38.53,0.01,0.54,0.92,0.78,0.33,118224.0
90240,0.71,0.02,0.06,35.3,0.01,0.21,0.71,0.74,0.57,100863.8
90241,0.66,0.03,0.07,36.01,0.01,0.22,0.78,0.74,0.49,82092.2
90242,0.56,0.06,0.07,32.94,0.01,0.19,0.73,0.73,0.48,74950.88
90245,0.76,0.02,0.09,38.97,0.02,0.51,0.95,0.8,0.46,137178.25
90247,0.24,0.17,0.29,38.44,0.01,0.23,0.8,0.72,0.46,69521.33
90248,0.3,0.26,0.24,40.34,0.02,0.23,0.8,0.7,0.46,77231.09
90249,0.19,0.47,0.1,41.77,0.02,0.21,0.82,0.72,0.45,81570.0
90250,0.31,0.23,0.09,34.31,0.02,0.2,0.77,0.74,0.38,69310.83
90254,0.86,0.0,0.06,42.15,0.01,0.72,0.98,0.81,0.54,247162.0
90255,0.63,0.01,0.01,31.41,0.01,0.06,0.43,0.67,0.51,51401.86
90260,0.43,0.11,0.1,35.38,0.01,0.18,0.73,0.73,0.47,73575.5
90261,0.72,0.02,0.14,39.3,0.01,0.59,0.95,0.75,0.6,161029.0
90262,0.62,0.07,0.01,29.4,0.01,0.08,0.55,0.64,0.52,62568.11
90265,0.86,0.02,0.05,44.88,0.01,0.63,0.97,0.67,0.54,259070.83
90266,0.82,0.01,0.09,43.35,0.01,0.77,0.99,0.78,0.53,294122.75
90267,0.83,0.01,0.11,42.7,-0.02,0.8,0.98,0.67,0.67,360694.0
90270,0.78,0.01,0.0,29.73,0.01,0.05,0.44,0.7,0.5,52232.86
90272,0.88,0.01,0.07,47.12,0.03,0.78,0.99,0.71,0.58,349188.8
90274,0.67,0.02,0.24,49.77,0.0,0.69,0.98,0.7,0.7,232206.0
90275,0.58,0.03,0.29,48.96,0.0,0.62,0.95,0.72,0.62,171895.88
90277,0.8,0.02,0.09,42.19,0.01,0.63,0.97,0.82,0.41,170536.62
90278,0.64,0.04,0.18,39.74,0.01,0.52,0.95,0.76,0.53,139359.33
90280,0.62,0.02,0.0,31.57,0.01,0.08,0.54,0.69,0.48,57440.4
90290,0.84,0.01,0.09,50.3,0.03,0.68,0.98,0.64,0.5,241857.0
90291,0.74,0.09,0.05,37.33,0.01,0.59,0.91,0.81,0.32,138561.5
90292,0.8,0.04,0.08,41.42,0.0,0.66,0.96,0.8,0.3,182957.75
90293,0.62,0.09,0.17,36.33,-0.01,0.62,0.96,0.8,0.33,161496.67
90294,0.84,0.05,0.04,36.8,0.01,0.7,0.98,0.82,0.25,159888.0
90296,0.85,0.02,0.05,44.4,-0.01,0.71,0.99,0.8,0.47,257384.0
90301,0.25,0.38,0.02,34.4,0.02,0.14,0.71,0.72,0.34,65871.67
90302,0.32,0.42,0.01,33.66,0.03,0.23,0.77,0.72,0.32,59920.8
90303,0.31,0.26,0.02,32.41,0.02,0.11,0.65,0.68,0.45,62975.5
90304,0.47,0.07,0.02,30.07,0.01,0.09,0.53,0.7,0.48,54505.57
90305,0.1,0.79,0.01,44.6,0.02,0.33,0.91,0.72,0.32,91407.0
90307,0.17,0.68,0.0,54.7,0.03,0.23,0.85,0.71,0.19,65978.0
90401,0.81,0.02,0.09,40.05,-0.0,0.7,0.97,0.82,0.28,135882.5
90402,0.87,0.01,0.09,51.0,-0.01,0.77,0.99,0.61,0.62,398543.0
90403,0.81,0.02,0.09,40.78,-0.0,0.74,0.97,0.8,0.32,201540.67
90404,0.67,0.08,0.1,38.2,-0.0,0.55,0.89,0.75,0.26,111294.0
90405,0.76,0.04,0.1,40.59,0.01,0.62,0.92,0.79,0.34,164016.29
90501,0.32,0.08,0.27,36.43,0.02,0.31,0.81,0.75,0.47,81223.5
90502,0.32,0.07,0.32,43.1,0.01,0.28,0.8,0.74,0.49,82782.0
90503,0.48,0.02,0.39,40.9,0.01,0.52,0.94,0.73,0.52,117177.33
90504,0.43,0.04,0.34,41.15,0.01,0.33,0.88,0.74,0.56,109595.0
90505,0.53,0.02,0.35,43.55,0.01,0.53,0.96,0.78,0.58,139310.67
90601,0.52,0.01,0.07,37.9,0.01,0.23,0.83,0.73,0.49,92735.0
90602,0.44,0.02,0.03,33.22,0.01,0.15,0.78,0.7,0.39,60453.4
90603,0.66,0.02,0.06,40.1,0.01,0.31,0.92,0.74,0.62,117070.5
90604,0.54,0.01,0.06,35.2,0.01,0.16,0.81,0.7,0.59,88018.0
90605,0.52,0.02,0.04,35.04,0.01,0.2,0.8,0.7,0.59,93972.0
90606,0.46,0.01,0.01,37.17,0.02,0.13,0.7,0.7,0.57,79452.57
90607,0.79,0.01,0.03,38.3,0.01,0.28,0.9,0.72,0.58,106868.0
90620,0.62,0.02,0.25,35.5,0.01,0.27,0.84,0.74,0.58,94204.25
90621,0.54,0.04,0.23,32.87,0.01,0.23,0.77,0.71,0.52,70927.0
90623,0.42,0.06,0.44,41.67,0.0,0.42,0.89,0.73,0.69,120344.67
90630,0.53,0.05,0.34,41.47,0.01,0.41,0.93,0.75,0.62,119474.18
90631,0.58,0.01,0.16,37.34,0.01,0.29,0.84,0.73,0.56,105729.86
90632,0.6,0.02,0.14,33.9,0.01,0.3,0.82,0.79,0.49,84900.0
90638,0.53,0.02,0.21,38.58,0.01,0.32,0.9,0.71,0.63,111829.09
90640,0.6,0.01,0.13,36.44,0.01,0.19,0.72,0.69,0.45,70492.71
90650,0.48,0.04,0.12,35.18,0.02,0.16,0.73,0.71,0.57,79218.47
90651,0.44,0.03,0.15,35.6,0.03,0.11,0.73,0.72,0.52,81246.0
90652,0.53,0.05,0.11,36.1,0.01,0.21,0.78,0.73,0.65,91294.0
90660,0.56,0.01,0.04,36.85,0.01,0.14,0.72,0.72,0.52,82746.0
90670,0.51,0.05,0.07,36.23,0.01,0.14,0.69,0.63,0.51,77026.88
90680,0.53,0.02,0.31,37.59,0.01,0.22,0.74,0.75,0.56,77794.14
90701,0.27,0.09,0.47,43.58,0.01,0.39,0.85,0.73,0.64,112960.75
90702,0.35,0.04,0.42,40.7,0.0,0.32,0.85,0.66,0.52,91054.0
90703,0.3,0.05,0.52,42.37,0.01,0.44,0.89,0.7,0.65,111968.58
90706,0.32,0.14,0.14,33.74,0.02,0.18,0.78,0.71,0.47,76118.61
90707,0.43,0.03,0.1,34.3,0.01,0.2,0.74,0.8,0.45,83147.0
90710,0.42,0.12,0.22,39.27,0.02,0.29,0.8,0.73,0.43,81897.57
90711,0.49,0.06,0.22,37.4,0.02,0.27,0.91,0.7,0.48,103641.0
90712,0.5,0.11,0.17,40.38,0.02,0.29,0.9,0.75,0.49,105545.8
90713,0.63,0.06,0.11,40.06,0.01,0.32,0.93,0.78,0.56,116796.4
90715,0.41,0.08,0.22,34.63,0.02,0.26,0.84,0.74,0.48,86890.0
90716,0.29,0.05,0.14,32.3,0.03,0.12,0.67,0.63,0.5,54285.67
90717,0.54,0.04,0.22,42.58,0.01,0.38,0.88,0.74,0.54,118428.0
90720,0.71,0.03,0.11,42.9,0.01,0.53,0.94,0.75,0.55,131844.0
90721,0.66,0.03,0.16,46.9,0.0,0.44,0.92,0.78,0.51,126910.0
90723,0.54,0.07,0.03,31.55,0.02,0.1,0.61,0.69,0.5,61452.9
90731,0.58,0.07,0.05,36.2,0.02,0.22,0.77,0.7,0.37,80533.75
90732,0.78,0.02,0.09,48.65,0.01,0.46,0.95,0.74,0.57,158995.5
90734,0.63,0.01,0.19,47.2,0.0,0.53,0.93,0.76,0.63,146572.0
90740,0.79,0.03,0.09,51.17,0.02,0.48,0.95,0.67,0.51,128024.62
90743,0.9,0.01,0.04,53.6,-0.0,0.52,0.99,0.81,0.44,150388.0
90744,0.52,0.05,0.03,30.0,0.01,0.07,0.54,0.7,0.46,55955.57
90745,0.35,0.07,0.31,37.16,0.01,0.23,0.75,0.72,0.55,91025.55
90746,0.24,0.5,0.07,40.45,0.03,0.24,0.82,0.74,0.48,100397.75
90747,0.16,0.63,0.1,40.2,0.05,0.35,0.91,0.76,0.42,104223.0
90755,0.46,0.12,0.25,35.5,0.01,0.38,0.88,0.76,0.38,90448.67
90801,0.55,0.15,0.08,37.4,0.02,0.3,0.8,0.64,0.2,51427.0
90802,0.59,0.18,0.06,34.64,0.03,0.37,0.88,0.72,0.24,75444.8
90803,0.82,0.05,0.07,46.37,0.0,0.57,0.95,0.79,0.32,175610.57
90804,0.62,0.12,0.13,36.3,0.02,0.37,0.83,0.72,0.35,86048.56
90805,0.31,0.21,0.11,32.17,0.03,0.16,0.73,0.68,0.42,72149.27
90806,0.49,0.14,0.18,31.72,0.01,0.14,0.62,0.68,0.39,62923.0
90807,0.51,0.15,0.16,39.64,0.02,0.36,0.91,0.78,0.41,109559.2
90808,0.74,0.04,0.1,43.01,0.0,0.42,0.94,0.76,0.6,131621.71
90810,0.37,0.16,0.21,32.88,0.02,0.14,0.74,0.65,0.47,71768.78
90813,0.52,0.12,0.14,29.44,0.02,0.14,0.6,0.68,0.33,48421.64
90814,0.7,0.09,0.08,35.4,0.01,0.45,0.91,0.78,0.27,91846.5
90815,0.75,0.05,0.11,42.82,-0.0,0.48,0.94,0.72,0.5,129001.8
90822,0.5,0.14,0.29,42.6,0.02,0.59,0.95,0.85,0.27,163835.0
90853,0.83,0.01,0.06,43.1,0.0,0.61,0.93,0.82,0.31,152329.0
91001,0.41,0.3,0.05,40.76,0.01,0.35,0.86,0.78,0.5,107597.57
91003,0.78,0.11,0.06,49.7,-0.0,0.63,0.96,0.77,0.61,197635.0
91006,0.35,0.02,0.53,43.98,0.0,0.45,0.88,0.74,0.6,132284.78
91007,0.26,0.02,0.6,41.86,0.0,0.49,0.9,0.7,0.56,102681.6
91008,0.57,0.06,0.28,46.37,-0.01,0.47,0.92,0.75,0.54,146985.67
91009,0.62,0.11,0.14,38.6,0.01,0.21,0.8,0.71,0.39,84819.0
91010,0.51,0.04,0.09,35.58,0.02,0.19,0.76,0.73,0.53,82496.75
91011,0.66,0.01,0.26,46.16,0.0,0.72,0.97,0.73,0.76,253965.0
91016,0.57,0.03,0.25,42.11,0.01,0.41,0.91,0.75,0.54,119399.88
91017,0.72,0.04,0.08,38.6,0.01,0.3,0.83,0.77,0.29,89483.0
91020,0.65,0.0,0.25,40.6,-0.01,0.51,0.93,0.79,0.6,109974.0
91021,0.61,0.01,0.22,41.3,0.01,0.44,0.87,0.8,0.43,101029.0
91024,0.8,0.01,0.1,47.9,0.0,0.7,1.0,0.81,0.6,192939.0
91025,0.8,0.01,0.12,46.0,0.01,0.59,0.99,0.74,0.52,145524.0
91030,0.55,0.04,0.28,42.74,0.02,0.62,0.95,0.79,0.47,158003.8
91031,0.61,0.01,0.26,44.6,0.0,0.73,0.97,0.83,0.54,229053.0
91040,0.81,0.03,0.07,45.6,0.02,0.29,0.88,0.72,0.5,96241.75
91042,0.77,0.01,0.1,45.04,0.01,0.24,0.84,0.69,0.51,91278.6
91043,0.78,0.03,0.02,36.1,0.01,0.17,0.74,0.71,0.37,45350.0
91066,0.21,0.01,0.68,39.8,0.01,0.51,0.91,0.74,0.54,97120.0
91101,0.52,0.12,0.11,36.27,0.02,0.34,0.8,0.75,0.31,70264.33
91103,0.53,0.11,0.17,39.2,0.01,0.49,0.84,0.69,0.58,202477.5
91104,0.49,0.15,0.1,37.3,0.01,0.34,0.78,0.73,0.39,97895.0
91105,0.62,0.09,0.19,42.43,0.02,0.68,0.97,0.76,0.39,166763.0
91106,0.53,0.07,0.24,37.0,0.01,0.62,0.94,0.81,0.39,127733.8
91107,0.62,0.05,0.2,43.82,0.01,0.56,0.92,0.75,0.58,155749.22
91108,0.46,0.03,0.42,42.1,-0.0,0.69,0.97,0.74,0.56,207545.33
91114,0.47,0.09,0.05,35.95,0.0,0.29,0.73,0.78,0.42,80374.5
91121,0.66,0.02,0.21,44.0,0.02,0.54,0.91,0.83,0.67,138978.0
91182,0.59,0.05,0.31,32.9,0.04,0.69,0.97,0.68,0.43,90232.0
91189,0.63,0.03,0.27,41.9,-0.01,0.76,0.97,0.72,0.49,223382.0
91201,0.79,0.02,0.1,43.02,-0.0,0.41,0.86,0.71,0.6,114166.83
91202,0.76,0.01,0.14,44.05,0.0,0.47,0.89,0.71,0.51,124871.0
91203,0.72,0.03,0.11,37.6,0.0,0.31,0.81,0.73,0.4,88673.5
91204,0.7,0.02,0.16,37.84,0.01,0.31,0.82,0.69,0.48,66930.6
91205,0.72,0.02,0.16,40.54,0.01,0.35,0.83,0.69,0.46,71252.67
91206,0.71,0.03,0.18,41.15,0.01,0.39,0.83,0.69,0.41,73335.0
91207,0.82,0.01,0.11,44.85,-0.01,0.52,0.94,0.77,0.56,139413.5
91208,0.66,0.01,0.25,39.85,0.0,0.49,0.94,0.71,0.57,118551.0
91214,0.67,0.0,0.27,45.17,0.01,0.53,0.96,0.75,0.64,145828.33
91224,0.63,0.0,0.23,38.9,-0.0,0.48,0.97,0.79,0.61,115492.0
91225,0.6,0.07,0.1,34.4,0.0,0.19,0.76,0.59,0.47,49978.0
91301,0.79,0.03,0.11,41.35,0.01,0.58,0.96,0.77,0.57,162327.25
91302,0.88,0.01,0.08,45.22,0.0,0.6,0.97,0.69,0.58,212957.0
91303,0.53,0.03,0.1,32.77,0.01,0.19,0.65,0.75,0.42,70924.5
91304,0.61,0.05,0.17,42.14,0.0,0.37,0.88,0.74,0.53,111644.0
91305,0.57,0.03,0.08,33.6,0.02,0.17,0.64,0.76,0.37,53243.0
91306,0.4,0.04,0.18,37.0,0.01,0.23,0.76,0.74,0.5,83679.0
91307,0.64,0.03,0.22,39.4,0.02,0.51,0.92,0.74,0.58,126009.0
91308,0.74,0.03,0.13,46.0,0.01,0.47,0.94,0.77,0.64,134499.0
91309,0.26,0.01,0.06,29.0,0.03,0.08,0.45,0.78,0.49,43472.0
91310,0.75,0.05,0.03,34.7,0.03,0.16,0.83,0.73,0.57,102761.0
91311,0.6,0.04,0.18,42.09,0.01,0.39,0.91,0.78,0.54,126907.25
91316,0.84,0.03,0.08,39.95,0.01,0.51,0.92,0.76,0.46,127547.83
91321,0.69,0.05,0.1,34.89,0.02,0.32,0.84,0.74,0.53,110606.25
91324,0.58,0.05,0.16,38.86,0.01,0.34,0.84,0.71,0.52,98020.7
91325,0.56,0.08,0.19,38.34,0.01,0.41,0.91,0.75,0.48,117013.71
91326,0.58,0.03,0.28,46.2,0.01,0.55,0.93,0.74,0.69,147623.29
91331,0.56,0.03,0.07,33.17,0.02,0.11,0.58,0.7,0.55,70306.28
91333,0.61,0.05,0.01,29.4,0.01,0.05,0.47,0.68,0.58,54377.0
91335,0.66,0.05,0.11,38.65,0.01,0.25,0.77,0.72,0.47,85169.53
91340,0.6,0.02,0.05,34.12,0.01,0.15,0.66,0.71,0.58,75989.2
91341,0.58,0.01,0.0,33.7,0.01,0.08,0.57,0.64,0.44,64246.0
91342,0.73,0.04,0.05,34.44,0.01,0.16,0.69,0.71,0.55,81214.53
91343,0.44,0.04,0.14,33.87,0.01,0.23,0.73,0.72,0.5,78911.67
91344,0.61,0.03,0.16,43.5,0.01,0.4,0.9,0.75,0.64,130152.54
91345,0.56,0.02,0.15,35.77,0.01,0.2,0.77,0.72,0.55,90484.67
91346,0.47,0.03,0.03,39.3,0.02,0.15,0.74,0.74,0.47,89029.0
91350,0.78,0.03,0.09,38.87,0.01,0.36,0.94,0.77,0.68,131336.44
91351,0.69,0.04,0.09,37.77,0.01,0.27,0.87,0.74,0.54,98224.42
91352,0.73,0.01,0.06,37.48,0.01,0.2,0.68,0.7,0.51,75774.46
91353,0.73,0.01,0.0,29.5,0.02,0.05,0.48,0.63,0.48,48456.0
91354,0.71,0.04,0.14,40.45,0.03,0.48,0.95,0.76,0.67,143470.5
91355,0.7,0.03,0.16,38.92,0.01,0.5,0.96,0.76,0.57,142573.12
91356,0.78,0.03,0.07,43.73,0.0,0.51,0.94,0.71,0.54,167366.88
91357,0.83,0.03,0.06,40.0,-0.0,0.47,0.95,0.78,0.34,101735.0
91361,0.87,0.02,0.07,51.95,-0.0,0.69,0.99,0.7,0.59,200343.5
91362,0.74,0.02,0.15,43.9,-0.01,0.57,0.92,0.71,0.86,162866.0
91364,0.84,0.02,0.07,46.52,0.0,0.59,0.95,0.69,0.66,201502.75
91365,0.76,0.05,0.12,41.5,-0.0,0.53,0.94,0.73,0.54,165210.0
91367,0.69,0.05,0.15,41.61,0.01,0.51,0.94,0.75,0.52,131734.42
91371,0.68,0.08,0.14,35.4,-0.04,0.59,0.99,0.83,0.3,108975.0
91381,0.64,0.04,0.22,39.55,-0.0,0.51,0.95,0.74,0.62,186481.5
91384,0.74,0.03,0.12,38.08,-0.0,0.39,0.93,0.74,0.68,133284.83
91386,0.55,0.1,0.04,29.1,0.01,0.16,0.77,0.77,0.32,57174.0
91387,0.76,0.04,0.07,39.02,0.02,0.34,0.93,0.72,0.69,137548.2
91390,0.78,0.02,0.08,43.33,0.03,0.32,0.9,0.69,0.7,140052.25
91394,0.55,0.06,0.21,43.0,0.02,0.37,0.93,0.72,0.51,89710.0
91395,0.48,0.02,0.14,39.2,0.02,0.19,0.71,0.69,0.36,70219.0
91401,0.65,0.05,0.06,36.36,0.01,0.36,0.82,0.77,0.38,88143.07
91402,0.41,0.03,0.13,32.2,0.02,0.15,0.6,0.72,0.46,55347.06
91403,0.77,0.07,0.08,37.72,0.01,0.56,0.96,0.8,0.33,147218.17
91404,0.73,0.03,0.01,27.8,0.02,0.09,0.53,0.7,0.39,35072.0
91405,0.41,0.04,0.08,33.85,0.01,0.2,0.71,0.73,0.4,61127.17
91406,0.45,0.04,0.09,35.42,0.01,0.25,0.78,0.76,0.43,76743.31
91409,0.41,0.02,0.15,33.8,0.01,0.26,0.75,0.75,0.41,51203.0
91411,0.66,0.05,0.02,30.6,0.02,0.18,0.63,0.69,0.35,47008.0
91423,0.81,0.04,0.06,40.0,0.01,0.61,0.96,0.8,0.38,156342.6
91436,0.78,0.06,0.07,44.23,-0.0,0.57,0.95,0.84,0.62,236851.0
91496,0.78,0.09,0.05,39.6,0.02,0.57,0.94,0.79,0.43,144599.0
91501,0.73,0.02,0.12,40.7,0.01,0.45,0.94,0.77,0.57,110852.5
91502,0.67,0.04,0.11,38.37,0.02,0.33,0.85,0.75,0.39,79364.83
91504,0.71,0.02,0.15,42.8,-0.0,0.44,0.92,0.72,0.63,125591.5
91505,0.77,0.02,0.09,40.18,0.0,0.49,0.94,0.79,0.44,136840.0
91506,0.72,0.02,0.11,41.3,0.01,0.33,0.87,0.74,0.42,100447.0
91508,0.8,0.02,0.1,41.0,0.02,0.36,0.81,0.83,0.3,72899.0
91510,0.62,0.02,0.13,40.0,-0.0,0.38,0.91,0.79,0.57,122118.0
91523,0.68,0.04,0.13,32.1,0.01,0.5,0.95,0.79,0.24,133213.0
91601,0.69,0.07,0.07,35.12,0.02,0.35,0.82,0.76,0.3,83628.22
91602,0.72,0.06,0.07,36.8,-0.0,0.54,0.93,0.79,0.28,114638.67
91603,0.67,0.08,0.08,32.4,0.0,0.41,0.9,0.71,0.21,54251.0
91604,0.78,0.06,0.09,38.88,-0.0,0.66,0.97,0.8,0.31,160805.0
91605,0.61,0.03,0.08,34.91,0.01,0.17,0.67,0.67,0.45,64084.88
91606,0.65,0.05,0.05,34.95,0.01,0.22,0.75,0.7,0.44,68368.18
91607,0.78,0.07,0.07,37.57,0.0,0.48,0.93,0.76,0.32,115589.71
91610,0.79,0.07,0.07,45.0,0.02,0.57,0.96,0.79,0.31,206553.0
91701,0.69,0.05,0.11,39.11,0.01,0.32,0.91,0.73,0.61,112735.11
91702,0.45,0.03,0.09,31.69,0.01,0.17,0.76,0.68,0.52,77233.29
91706,0.36,0.02,0.18,34.21,0.01,0.12,0.66,0.7,0.58,69701.56
91708,0.37,0.08,0.35,32.5,-0.03,0.48,0.91,0.73,0.75,136109.0
91709,0.5,0.05,0.34,38.58,0.0,0.47,0.94,0.74,0.69,131927.33
91710,0.59,0.02,0.1,34.97,0.01,0.21,0.78,0.74,0.58,93154.64
91711,0.65,0.07,0.1,41.56,0.01,0.52,0.92,0.78,0.49,123415.8
91722,0.47,0.02,0.12,36.08,0.01,0.19,0.8,0.74,0.56,86986.5
91723,0.51,0.04,0.13,36.36,0.01,0.25,0.87,0.75,0.49,88166.8
91724,0.55,0.03,0.12,40.16,0.01,0.26,0.85,0.72,0.55,100192.0
91730,0.6,0.12,0.1,33.85,0.02,0.26,0.88,0.69,0.45,81796.36
91731,0.34,0.0,0.43,39.5,0.01,0.19,0.66,0.69,0.6,69866.2
91732,0.46,0.01,0.28,36.26,0.01,0.11,0.58,0.67,0.51,62330.17
91733,0.54,0.0,0.18,34.43,0.01,0.09,0.51,0.66,0.46,55424.0
91734,0.5,0.0,0.25,32.7,0.01,0.11,0.56,0.69,0.51,54233.0
91737,0.7,0.06,0.11,40.82,0.01,0.35,0.93,0.76,0.6,120610.67
91739,0.58,0.08,0.19,36.67,0.01,0.45,0.94,0.73,0.66,133106.33
91740,0.68,0.03,0.12,38.91,0.01,0.32,0.88,0.72,0.55,103711.43
91741,0.74,0.01,0.1,43.03,0.02,0.43,0.94,0.74,0.6,130625.71
91743,0.66,0.06,0.09,35.4,0.02,0.27,0.88,0.72,0.51,88520.0
91744,0.39,0.02,0.12,33.56,0.01,0.13,0.66,0.7,0.57,76977.67
91745,0.37,0.01,0.41,41.68,0.01,0.33,0.86,0.72,0.64,103927.67
91746,0.36,0.01,0.13,37.74,0.01,0.13,0.66,0.67,0.57,83391.4
91747,0.35,0.01,0.06,33.2,0.01,0.06,0.6,0.71,0.53,67624.0
91748,0.3,0.01,0.55,43.48,0.01,0.39,0.86,0.7,0.61,98963.3
91750,0.72,0.05,0.11,43.69,0.02,0.41,0.92,0.7,0.57,131481.89
91752,0.54,0.05,0.09,33.47,0.01,0.17,0.75,0.71,0.61,90193.0
91754,0.18,0.01,0.59,43.6,0.01,0.29,0.78,0.68,0.48,79676.8
91755,0.09,0.0,0.76,43.98,0.01,0.3,0.75,0.69,0.52,78135.75
91761,0.47,0.06,0.09,32.27,0.02,0.17,0.75,0.7,0.54,82813.75
91762,0.47,0.06,0.06,31.77,0.02,0.15,0.71,0.7,0.5,72873.73
91763,0.5,0.02,0.09,32.67,0.01,0.12,0.69,0.67,0.53,69313.14
91764,0.47,0.05,0.06,32.41,0.01,0.15,0.7,0.72,0.47,63951.58
91765,0.26,0.04,0.59,42.48,0.01,0.55,0.94,0.71,0.66,120233.4
91766,0.59,0.05,0.11,31.51,0.02,0.15,0.61,0.67,0.52,63737.89
91767,0.56,0.08,0.07,34.23,0.02,0.18,0.71,0.7,0.5,77395.36
91768,0.51,0.05,0.06,30.05,0.02,0.13,0.65,0.65,0.46,59878.17
91770,0.21,0.0,0.56,42.1,0.0,0.19,0.64,0.69,0.55,69747.64
